quote,author,tags,embedding_text
"“So you're always honest,"" I said.""Aren't you?""""No,"" I told him. ""I'm not.""""Well, that's good to know, I guess.""""I'm not saying I'm a liar,"" I told him. He raised his eyebrows. ""That's not how I meant it, anyways.""""How'd you mean it, then?""""I just...I don't always say what I feel.""""Why not?""""Because the truth sometimes hurts,"" I said.""Yeah,"" he said. ""So do lies, though.”","Sarah Dessen,","lies, truth","Quote: “So you're always honest,"" I said.""Aren't you?""""No,"" I told him. ""I'm not.""""Well, that's good to know, I guess.""""I'm not saying I'm a liar,"" I told him. He raised his eyebrows. ""That's not how I meant it, anyways.""""How'd you mean it, then?""""I just...I don't always say what I feel.""""Why not?""""Because the truth sometimes hurts,"" I said.""Yeah,"" he said. ""So do lies, though.” Author: Sarah Dessen, Tags: lies, truth"
"“The meek may inherit the earth, but at the moment it belongs to the conceited. Like me.”","Cassandra Clare,","city-of-bones, humor, jace-wayland, quotes","Quote: “The meek may inherit the earth, but at the moment it belongs to the conceited. Like me.” Author: Cassandra Clare, Tags: city-of-bones, humor, jace-wayland, quotes"
“If you do not tell the truth about yourself you cannot tell it about other people.”,Virginia Woolf,"honesty, lies, stories, truth","Quote: “If you do not tell the truth about yourself you cannot tell it about other people.” Author: Virginia Woolf Tags: honesty, lies, stories, truth"
"“Books should go where they will be most appreciated, and not sit unread, gathering dust on a forgotten shelf, don't you agree?”",Christopher Paolini,"books, reading","Quote: “Books should go where they will be most appreciated, and not sit unread, gathering dust on a forgotten shelf, don't you agree?” Author: Christopher Paolini Tags: books, reading"
"“Love is an untamed force. When we try to control it, it destroys us. When we try to imprison it, it enslaves us. When we try to understand it, it leaves us feeling lost and confused.”",Paulo Coelho,love,"Quote: “Love is an untamed force. When we try to control it, it destroys us. When we try to imprison it, it enslaves us. When we try to understand it, it leaves us feeling lost and confused.” Author: Paulo Coelho Tags: love"
"“When we are tired, we are attacked by ideas we conquered long ago.”",Friedrich Nietzsche,"past, philosophy","Quote: “When we are tired, we are attacked by ideas we conquered long ago.” Author: Friedrich Nietzsche Tags: past, philosophy"
"“So it's you and a syringe against the Capitol? See, this is why no one lets you make the plans.”","Suzanne Collins,","awesome-quote, haymitch","Quote: “So it's you and a syringe against the Capitol? See, this is why no one lets you make the plans.” Author: Suzanne Collins, Tags: awesome-quote, haymitch"
"“You must make a decision that you are going to move on. It wont happen automatically. You will have to rise up and say, â€˜I donâ€™t care how hard this is, I donâ€™t care how disappointed I am, Iâ€™m not going to let this get the best of me. Iâ€™m moving on with my life.”","Joel Osteen,","disappointment, failure, moving-on","Quote: “You must make a decision that you are going to move on. It wont happen automatically. You will have to rise up and say, â€˜I donâ€™t care how hard this is, I donâ€™t care how disappointed I am, Iâ€™m not going to let this get the best of me. Iâ€™m moving on with my life.” Author: Joel Osteen, Tags: disappointment, failure, moving-on"
"“Words are pale shadows of forgotten names. As names have power, words have power. Words can light fires in the minds of men. Words can wring tears from the hardest hearts.”","Patrick Rothfuss,","description, language, power-of-words, words","Quote: “Words are pale shadows of forgotten names. As names have power, words have power. Words can light fires in the minds of men. Words can wring tears from the hardest hearts.” Author: Patrick Rothfuss, Tags: description, language, power-of-words, words"
“Be brave to stand for what you believe in even if you stand alone.”,"Roy T. Bennett,","belief, beliefs, believe, courage, courage-quotes, inspiration, inspirational, inspirational-quotes, inspire, inspiring, life, life-quotes, living, motivation, motivational, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking","Quote: “Be brave to stand for what you believe in even if you stand alone.” Author: Roy T. Bennett, Tags: belief, beliefs, believe, courage, courage-quotes, inspiration, inspirational, inspirational-quotes, inspire, inspiring, life, life-quotes, living, motivation, motivational, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking"
"“The best moments in reading are when you come across something â€“ a thought, a feeling, a way of looking at things â€“ which you had thought special and particular to you. Now here it is, set down by someone else, a person you have never met, someone even who is long dead. And it is as if a hand has come out and taken yours.”","Alan Bennett,","books, history, reading","Quote: “The best moments in reading are when you come across something â€“ a thought, a feeling, a way of looking at things â€“ which you had thought special and particular to you. Now here it is, set down by someone else, a person you have never met, someone even who is long dead. And it is as if a hand has come out and taken yours.” Author: Alan Bennett, Tags: books, history, reading"
"“I crave your mouth, your voice, your hair.Silent and starving, I prowl through the streets. Bread does not nourish me, dawn disrupts me, all day I hunt for the liquid measure of your steps. I hunger for your sleek laugh, your hands the color of a savage harvest, hunger for the pale stones of your fingernails, I want to eat your skin like a whole almond. I want to eat the sunbeam flaring in your lovely body, the sovereign nose of your arrogant face, I want to eat the fleeting shade of your lashes, and I pace around hungry, sniffing the twilight, hunting for you, for your hot heart, Like a puma in the barrens of Quitratue.”",Pablo Neruda,"love, poetry","Quote: “I crave your mouth, your voice, your hair.Silent and starving, I prowl through the streets. Bread does not nourish me, dawn disrupts me, all day I hunt for the liquid measure of your steps. I hunger for your sleek laugh, your hands the color of a savage harvest, hunger for the pale stones of your fingernails, I want to eat your skin like a whole almond. I want to eat the sunbeam flaring in your lovely body, the sovereign nose of your arrogant face, I want to eat the fleeting shade of your lashes, and I pace around hungry, sniffing the twilight, hunting for you, for your hot heart, Like a puma in the barrens of Quitratue.” Author: Pablo Neruda Tags: love, poetry"
